,train_min_loss,train_min_acc,train_min_epoch,val_min_loss,val_min_acc,val_min_epoch,test_loss,test_acc,test_epoch,test_reference_object,test_type,model
0,0.0005507578024901407,1.0,11,0.00040879672693942365,1.0,11,0.5335402883589268,0.7935546875,11,Basket,reference_object,mobilenet-saycam(S)
1,0.00036694781974718204,1.0,12,0.0004110162793343382,1.0,12,0.0468347275571432,0.980859375,12,CardboardBox,reference_object,mobilenet-saycam(S)
2,0.0004385859861890549,1.0,10,0.0005122393810476448,1.0,10,0.2716542128007859,0.8908203125,10,ShortBox,reference_object,mobilenet-saycam(S)
3,0.0005460285448468149,1.0,11,0.0005743885655344153,1.0,11,0.5104222249239683,0.8171875,11,WoodenBasket,reference_object,mobilenet-saycam(S)
4,0.00031575654034803497,1.0,10,0.0005593100389281366,1.0,10,0.04055782001814805,0.9890625,10,Basket,reference_object,mobilenet-imagenet
5,0.0003493038171226102,1.0,10,0.000680850796015875,1.0,10,0.0453959333099192,0.9837890625,10,CardboardBox,reference_object,mobilenet-imagenet
6,0.000398784786144117,1.0,10,0.0004631220050820654,1.0,10,0.005255601296084933,0.9998046875,10,ShortBox,reference_object,mobilenet-imagenet
7,0.0002946847554894158,1.0,15,0.00038715079881512793,1.0,15,0.01703617430102895,0.99609375,15,WoodenBasket,reference_object,mobilenet-imagenet
8,1.0987646535794307,0.33705357142857145,6,1.0946037769317627,0.40000826865434647,3,1.0946037530899049,0.4,3,Basket,reference_object,mobilenet-random
9,1.098689279797989,0.3368375576036866,3,1.0940802693367004,0.40000826865434647,4,1.0940803050994874,0.4,4,CardboardBox,reference_object,mobilenet-random
10,1.0984932063362016,0.34223790322580644,5,1.0912866940100987,0.40000826865434647,1,1.091286587715149,0.4,1,ShortBox,reference_object,mobilenet-random
11,1.0982236653429023,0.34569412442396313,14,1.0908809006214142,0.3999876007437706,9,1.0908803462982177,0.4,9,WoodenBasket,reference_object,mobilenet-random
12,0.00016113793279456343,1.0,12,0.0001724427162722956,1.0,12,0.12189788185060024,0.955078125,12,Basket,reference_object,resnext-saycam(S)
13,0.00019265068582210575,1.0,11,0.00020308719467720948,1.0,11,0.0010932046176094445,1.0,11,CardboardBox,reference_object,resnext-saycam(S)
14,0.0003611618444896027,1.0,10,0.0003440033297010814,1.0,10,0.003731338691432029,1.0,10,ShortBox,reference_object,resnext-saycam(S)
15,0.0003500689896175526,1.0,10,0.0003499286370545936,1.0,10,0.004474058553751092,1.0,10,WoodenBasket,reference_object,resnext-saycam(S)
16,0.00044138670513817603,1.0,10,0.00046816878542207024,1.0,10,0.1491229036822915,0.9451171875,10,Basket,reference_object,resnext-imagenet
17,0.00034906881673461723,1.0,11,0.00046620843810766627,1.0,11,0.003977062971534906,1.0,11,CardboardBox,reference_object,resnext-imagenet
18,0.0003931655613292429,1.0,12,0.000671381994834519,1.0,12,0.006281693546770839,0.9998046875,12,ShortBox,reference_object,resnext-imagenet
19,0.0004636693919133309,1.0,11,0.0006508855737289801,1.0,11,0.033581939147552475,0.9900390625,11,WoodenBasket,reference_object,resnext-imagenet
20,0.8449867304569015,0.6299683179723502,17,0.8531502981980642,0.6227885261178017,12,0.8765607632696628,0.623828125,12,Basket,reference_object,resnext-random
21,0.8066505116801108,0.6365927419354839,22,0.7977842912077904,0.6605489427844683,17,0.8383610390126706,0.63515625,17,CardboardBox,reference_object,resnext-random
22,0.8182361112212255,0.6453773041474654,19,0.8103845492005348,0.6260644023617109,14,0.8813514485955238,0.473046875,14,ShortBox,reference_object,resnext-random
23,0.8398492632923038,0.6123991935483871,20,0.8222760061422983,0.6364707350730896,16,0.8269206136465073,0.6328125,16,WoodenBasket,reference_object,resnext-random
24,0.0002502024287134216,1.0,14,0.00036537405382356763,1.0,14,0.22730541019700468,0.905859375,14,Basket,reference_object,resnext-saycam(S)-s
25,0.0004911128839146354,1.0,11,0.0004909835164047157,1.0,11,0.007200677794753574,0.998828125,11,CardboardBox,reference_object,resnext-saycam(S)-s
26,0.00035302800526450847,1.0,12,0.00040396965869149426,1.0,12,0.01844685146061238,0.99609375,12,ShortBox,reference_object,resnext-saycam(S)-s
27,0.0002739536616544042,1.0,16,0.0003122623247691081,1.0,16,0.023108079788653414,0.9927734375,16,WoodenBasket,reference_object,resnext-saycam(S)-s
28,0.00031764275544853265,1.0,12,0.0003153342501415561,1.0,12,0.10327412427868694,0.9623046875,12,Basket,reference_object,resnext-saycam(S)-h
29,0.0002268652369737387,1.0,16,0.00023901147627232908,1.0,16,0.0017276630614105671,1.0,16,CardboardBox,reference_object,resnext-saycam(S)-h
30,0.00042951599584006134,1.0,10,0.0004195967773436375,1.0,10,0.008590629164245911,0.999609375,10,ShortBox,reference_object,resnext-saycam(S)-h
31,0.00045955359644319835,1.0,11,0.0005062976936945537,1.0,11,0.032135712329181845,0.991015625,11,WoodenBasket,reference_object,resnext-saycam(S)-h
32,0.0002862282258383061,1.0,14,0.0004402853664942086,1.0,14,0.081973350525368,0.9689453125,14,Basket,reference_object,resnext-saycam(S)-v
33,0.0002593667881991414,1.0,17,0.0003601892973771707,1.0,17,0.003607007723985589,0.9998046875,17,CardboardBox,reference_object,resnext-saycam(S)-v
34,0.0002907435306117758,1.0,12,0.00048442390046451084,1.0,12,0.09507490887772292,0.959375,12,ShortBox,reference_object,resnext-saycam(S)-v
35,0.0006333890983659401,1.0,12,0.0006477438740451665,1.0,12,0.04180844845832325,0.9873046875,12,WoodenBasket,reference_object,resnext-saycam(S)-v
